course_name,instructor,course url,course description,reviews_avg,reviews_count,course_duration,level
Angular Crash Course for Busy Developers,Mosh Hamedani,https://www.udemy.com/course/angular-crash-course/,Have limited time to learn Angular 4 (Angular 2+)? Take this course and learn Angular in 10 hours!,4.5,17789 reviews,10.5 total hours,All Levels
The Complete Android Oreo Developer Course - Build 23 Apps!,"Rob Percival, Nick Walter, Codestars • over 2 million students worldwide!",https://www.udemy.com/course/the-complete-android-oreo-developer-course/,"Learn Android O App Development using Java & Kotlin - build real apps including Super Mario Run, Whatsapp and Instagram!",4.4,17211 reviews,37.5 total hours,All Levels
The Ultimate Guide to Game Development with Unity (Official),"Jonathan Weinberger, Unity Technologies",https://www.udemy.com/course/the-ultimate-guide-to-game-development-with-unity/,Created in partnership with Unity Technologies: learn C# by developing 2D & 3D games with this comprehensive guide,4.6,17124 reviews,36.5 total hours,Beginner
The Complete 2022 Software Testing Bootcamp,"T Roshdy, Nezam Academy, Nezam Team",https://www.udemy.com/course/testerbootcamp/,Everything you need to learn about software testing.,4.6,17049 reviews,27 total hours,Beginner
Python for Financial Analysis and Algorithmic Trading,Jose Portilla,https://www.udemy.com/course/python-for-finance-and-trading-algorithms/,"Learn numpy , pandas , matplotlib , quantopian , finance , and more for algorithmic trading with Python!",4.6,16833 reviews,16.5 total hours,All Levels
Git Going Fast: One Hour Git Crash Course,Jason Taylor,https://www.udemy.com/course/git-going-fast/,"Learn the key concepts and basic workflow for Git and GitHub with this easy to follow, top rated, bootcamp-style course!",4.4,16690 reviews,1.5 total hours,Beginner
Learn Python & Ethical Hacking From Scratch,"Zaid Sabih, z Security",https://www.udemy.com/course/learn-python-and-ethical-hacking-from-scratch/,Start from 0 & learn both topics simultaneously from scratch by writing 20+ hacking programs,4.7,16567 reviews,25 total hours,All Levels
Complete Guide to TensorFlow for Deep Learning with Python,Jose Portilla,https://www.udemy.com/course/complete-guide-to-tensorflow-for-deep-learning-with-python/,Learn how to use Google's Deep Learning Framework - TensorFlow with Python! Solve problems with cutting edge techniques!,4.2,16543 reviews,14 total hours,Intermediate
Apache Spark with Scala - Hands On with Big Data!,"Sundog Education by Frank Kane, Frank Kane, Sundog Education Team",https://www.udemy.com/course/apache-spark-with-scala-hands-on-with-big-data/,"Apache Spark tutorial with 20+  hands-on examples of analyzing large data sets, on your desktop or on Hadoop with Scala!",4.5,16242 reviews,9 total hours,All Levels
Bootstrap 4 From Scratch With 5 Projects,Brad Traversy,https://www.udemy.com/course/bootstrap-4-from-scratch-with-5-projects/,Master Bootstrap 4 and build 5 real world themes while learning HTML5 semantics & CSS3,4.5,16220 reviews,11.5 total hours,All Levels
Selenium 4 WebDriver with Java(Basics + Advance + Architect),Rahul Arora,https://www.udemy.com/course/selenium-training/,"#1 2022 TOP RATED, BEST SELLER Course on SELENIUM 4.0, Trusted by 500,000+ students with Many Live Projects & Frameworks",4.5,16206 reviews,143 total hours,All Levels
The Ultimate Excel Programmer Course,Daniel Strong,https://www.udemy.com/course/ultimate-excel-programmer/,"Learn Excel VBA from Scratch with Dan Strong, Bestselling Excel Expert with Over 180K Students Worldwide!",4.6,15746 reviews,30.5 total hours,All Levels
"Understanding Jira for users, managers and admins",Dan LeFebvre,https://www.udemy.com/course/introduction-to-jira/,Everything you need to know to get started with Atlassian's powerful agile project management and issue tracker tool.,4.5,15591 reviews,6.5 total hours,All Levels
"Ionic - Build iOS, Android & Web Apps with Ionic & Angular",Maximilian Schwarzmüller,https://www.udemy.com/course/ionic-2-the-practical-guide-to-building-ios-android-apps/,"Build Native iOS & Android as well as Progressive Web Apps with Angular, Capacitor and the Ionic Framework (Ionic 4+).",4.7,15556 reviews,20.5 total hours,All Levels
Data Science and Machine Learning Bootcamp with R,Jose Portilla,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,Learn how to use the R programming language for data science and machine learning and data visualization!,4.7,15440 reviews,18 total hours,All Levels
WebServices/Rest API Testing with SoapUI +Real time Projects,Rahul Shetty,https://www.udemy.com/course/webservices-testing-with-soap-ui/,"""Most Popular #1 SoapUI Test automation Course - ""70,000+ students learning together with great collaboration""",4.5,15234 reviews,12.5 total hours,All Levels
Appium -Mobile Testing (Android/IOS) from Scratch+Frameworks,Rahul Shetty,https://www.udemy.com/course/mobile-automation-using-appiumselenium-3/,[LATEST VERSION 2.0] Master on Mobile Apps Automation Testing from basics to Framework CI/CD with real time examples,4.5,15158 reviews,25.5 total hours,All Levels
Javascript for Beginners Learn by Doing Practical Exercises,"Edwin Diaz, Coding Faculty Solutions",https://www.udemy.com/course/javascript-for-beginners-introduction-learn-fast-easy/,JavaScript for Beginners : Work closely with me doing exercises & learn more. I make Javascript easy for you guaranteed.,4.4,14969 reviews,4 total hours,All Levels
"MERN Stack Front To Back: Full Stack React, Redux & Node.js",Brad Traversy,https://www.udemy.com/course/mern-stack-front-to-back/,"Build and deploy a social network with Node.js, Express, React, Redux & MongoDB. Fully updated April 2019",4.5,14900 reviews,12 total hours,Intermediate
The Complete Oracle SQL Bootcamp (2022),"Oracle Master Training | 175,000+ Students Worldwide, Code Star Academy",https://www.udemy.com/course/oracle-sql-12c-become-an-sql-developer-with-subtitle/,Become an In-demand SQL Professional! Pass Oracle SQL 1Z0-071 (OCA) Certification Exam Confidently!,4.6,14672 reviews,33.5 total hours,All Levels
Learn HTML5 Programming From Scratch,Eduonix Learning Solutions,https://www.udemy.com/course/learn-html5-programming-from-scratch/,A Complete HTML5 Programming Course for Beginners,4.2,14632 reviews,17 total hours,All Levels
The Complete WordPress Website Business Course,"Rob Percival, Gregg Davis, Codestars • over 2 million students worldwide!",https://www.udemy.com/course/the-complete-wordpress-website-business-course/,"Master WordPress with this Complete WordPress Course, without learning how to code and without any programming!",4.2,14561 reviews,22 total hours,All Levels
The Complete Ruby on Rails Developer Course,"Rob Percival, Mashrur Hossain, Codestars • over 2 million students worldwide!",https://www.udemy.com/course/the-complete-ruby-on-rails-developer-course/,Learn to make innovative web apps with Ruby on Rails and unleash your creativity,4.6,14544 reviews,48 total hours,All Levels
"Node.js, Express, MongoDB & More: The Complete Bootcamp 2023",Jonas Schmedtmann,https://www.udemy.com/course/nodejs-express-mongodb-bootcamp/,"Master Node by building a real-world RESTful API and web app (with authentication, Node.js security, payments & more)",4.7,14522 reviews,42 total hours,All Levels
Learn DevOps: CI/CD with Jenkins using Pipelines and Docker,Edward Viaene,https://www.udemy.com/course/learn-devops-ci-cd-with-jenkins-using-pipelines-and-docker/,"Use Jenkins the DevOps way. Automate your Jenkins jobs by using Jenkins Pipelines, Docker, and the Jenkins Job DSL",4.2,14301 reviews,4.5 total hours,All Levels
Node with React: Fullstack Web Development,Stephen Grider,https://www.udemy.com/course/node-with-react-fullstack-web-development/,"Build and deploy fullstack web apps with NodeJS, React, Redux, Express, and MongoDB.",4.7,14230 reviews,26 total hours,All Levels
MasterClass Software Testing with Jira & Agile -Be a QA Lead,Rahul Shetty,https://www.udemy.com/course/learn-software-testing-in-practical-become-a-qa-expert/,2022 BEST job oriented Software Manual Testing course on real time Project+Interview ques+Resume Prep+ Lifetime Support,4.5,14207 reviews,10.5 total hours,All Levels
Docker Crash Course for busy DevOps and Developers,"Tao W., Level Up, James Lee",https://www.udemy.com/course/docker-tutorial-for-devops-run-docker-containers/,Learn how to develop and deploy web applications with Docker technologies. Take your DevOps skills to the next level.,4.3,13996 reviews,3 total hours,All Levels
Java Programming: Complete Beginner to Advanced,CodeIn Academy,https://www.udemy.com/course/java-programming-complete-beginner-to-advanced/,Become a Computer Programmer by Learning Core Java Skills,4.2,13879 reviews,7 total hours,Beginner
Taming Big Data with Apache Spark and Python - Hands On!,"Sundog Education by Frank Kane, Frank Kane, Sundog Education Team",https://www.udemy.com/course/taming-big-data-with-apache-spark-hands-on/,PySpark tutorial with 20+  hands-on examples of analyzing large data sets on your desktop or on Hadoop with Python!,4.5,13841 reviews,7 total hours,All Levels
The Coding Interview Bootcamp: Algorithms + Data Structures,Stephen Grider,https://www.udemy.com/course/coding-interview-bootcamp-algorithms-and-data-structure/,Ace your next Javascript coding interview by mastering data structures and algorithms.,4.6,13793 reviews,13 total hours,All Levels
Docker & Kubernetes: The Practical Guide [2023 Edition],"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,"Learn Docker, Docker Compose, Multi-Container Projects, Deployment and all about Kubernetes from the ground up!",4.7,13791 reviews,23.5 total hours,All Levels
iOS 10 & Swift 3: From Beginner to Paid Professional™,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",https://www.udemy.com/course/devslopes-ios10/,The most comprehensive course on iOS development - become a master of app development,4.7,13670 reviews,71 total hours,All Levels
Ultimate Web Designer & Web Developer Course,Brad Hussey,https://www.udemy.com/course/web-developer-course/,Become a Full-Stack Web Designer in 2022 - Learn Everything from Web Design Fundamentals to Front-End Web Development,4.5,13612 reviews,35 total hours,All Levels
Bash Scripting and Shell Programming (Linux Command Line),Jason Cannon,https://www.udemy.com/course/bash-scripting/,"Learn bash programming for Linux, Unix, & Mac. Learn how to write bash scripts like a pro & solve real-world problems!",4.4,13577 reviews,2.5 total hours,All Levels
Data Structures and Algorithms:  Deep Dive Using Java,"Tim Buchalka, Goran Lochert, Tim Buchalka's Learn Programming Academy",https://www.udemy.com/course/data-structures-and-algorithms-deep-dive-using-java/,"Learn about Arrays,  Linked Lists, Trees,  Hashtables, Stacks,  Queues,  Heaps, Sort algorithms and Search algorithms",4.5,13388 reviews,16 total hours,Intermediate
The Complete Front-End Web Development Course,"Joseph Delgadillo, Nick Germaine",https://www.udemy.com/course/front-end-web-development/,"Get started as a front-end web developer using HTML, CSS, JavaScript, jQuery, and Bootstrap!",4.2,13312 reviews,17 total hours,All Levels
"Jenkins, From Zero To Hero: Become a DevOps Jenkins Master",Ricardo Andre Gonzalez Gomez,https://www.udemy.com/course/jenkins-from-zero-to-hero/,"Become a DevOps Master learning Jenkins & integrations with powerful tools like Docker, Ansible, AWS, GIT & more!",4.4,13306 reviews,10.5 total hours,All Levels
Microservices with Node JS and React,Stephen Grider,https://www.udemy.com/course/microservices-with-node-js-and-react/,"Build, deploy, and scale an E-Commerce app using Microservices built with Node, React, Docker and Kubernetes",4.8,13152 reviews,54.5 total hours,All Levels
Complete Machine Learning & Data Science Bootcamp 2023,"Andrei Neagoie, Daniel Bourke, Zero To Mastery",https://www.udemy.com/course/complete-machine-learning-and-data-science-zero-to-mastery/,"Learn Data Science, Data Analysis, Machine Learning (Artificial Intelligence) and Python with Tensorflow, Pandas & more!",4.6,12909 reviews,44 total hours,All Levels
Learn DevOps: Infrastructure Automation With Terraform,Edward Viaene,https://www.udemy.com/course/learn-devops-infrastructure-automation-with-terraform/,"Learn how to automate your infrastructure with terraform. Covers Terraform with AWS, Packer, Docker, ECS, EKS, Jenkins",4.5,12902 reviews,11.5 total hours,Beginner
Learn JMETER from Scratch on Live Apps -Performance Testing,Rahul Shetty,https://www.udemy.com/course/learn-jmeter-from-scratch-performance-load-testing-tool/,Top class Jmeter lectures explaining Load testing with real time examples including material and query support,4.5,12654 reviews,8.5 total hours,All Levels
ES6 Javascript: The Complete Developer's Guide,Stephen Grider,https://www.udemy.com/course/javascript-es6-tutorial/,ES6 Javascript Development from scratch.  Get practice with live examples and learn exactly where to apply ES6 features.,4.6,12592 reviews,6.5 total hours,Beginner
